,Report Number,Latitude,Longitude,County,City
843,MCP3205001R,39.05245217,-77.08170517,Montgomery County,
844,MCP2361001Q,39.158395,-77.203735,Montgomery County,
845,MCP23720033,38.97277283,-77.14873267,Montgomery County,
846,MCP2936003X,39.04858,-77.0993,Montgomery County,
847,MCP9419002P,39.133515,-77.15805833,Montgomery County,
848,MCP158000D4,39.136965,-77.20557167,Montgomery County,Germantown
849,MCP2637003S,39.08889585,-77.23580151,Montgomery County,
850,MCP9386007N,39.01189,-77.09098167,Montgomery County,Bethesda
851,MCP2892008R,39.03609551,-77.03480199,Montgomery County,
852,MCP229800S2,39.23359833,-77.239755,Montgomery County,
853,MCP115100C5,39.18606233,-77.26458917,Montgomery County,Germantown
854,MCP0613001W,39.12372811,-77.0725345,Montgomery County,
855,MCP3016002S,39.17311009,-77.26558872,Montgomery County,Germantown
856,MCP3090004M,39.09318511,-77.15361778,Montgomery County,
857,MCP3264000P,38.99047667,-77.03066333,Montgomery County,Silver Spring
858,MCP2637003T,39.05231395,-77.19480654,Montgomery County,
859,MCP2805003Y,39.1560965,-77.2127805,Montgomery County,
860,MCP3121003H,39.17667994,-77.21006808,Montgomery County,
861,MCP30370039,39.17869758,-77.23813421,Montgomery County,Germantown
862,MCP2394003P,39.09124955,-77.0665708,Montgomery County,
863,MCP2402000N,39.10562833,-77.19711833,Montgomery County,Germantown
864,MCP2420003V,39.126365,-77.08620333,Montgomery County,
865,MCP2588007P,39.05064097,-77.05166819,Montgomery County,
866,MCP20720042,39.15781333,-77.27580333,Montgomery County,Germantown
867,MCP3170001H,39.16072223,-77.26600841,Montgomery County,Germantown
868,MCP3122003G,39.05288667,-77.05112,Montgomery County,
869,MCP3237000G,39.14381833,-77.184915,Montgomery County,
870,DD5645000B,39.094218,-77.132624,Montgomery County,
871,MCP3226000R,39.13754267,-76.980728,Montgomery County,
872,MCP3226000R,39.13754267,-76.980728,Montgomery County,
873,MCP2395001R,39.153692,-77.44087883,Montgomery County,
874,MCP2358007X,39.0256895,-77.21929867,Montgomery County,
875,MCP3117002N,39.06135819,-77.12347747,Montgomery County,
876,MCP26250011,38.9782613,-77.09705684,Montgomery County,Bethesda
877,MCP2921003V,39.18061667,-77.23878833,Montgomery County,Germantown
878,MCP2832005W,39.009205,-77.09755833,Montgomery County,Bethesda
879,MCP3232001D,39.15479088,-77.09495999,Montgomery County,
880,MCP2991004J,39.1422915,-77.05742067,Montgomery County,
881,MCP2846006H,39.03897333,-77.06001667,Montgomery County,
882,MCP93110030,39.03465333,-77.194955,Montgomery County,
883,MCP29170078,39.05970607,-77.08921389,Montgomery County,
884,MCP3245000V,39.11728004,-77.21242686,Montgomery County,
885,MCP2693003F,39.09043193,-77.10772271,Montgomery County,
886,MCP3243000C,39.02691291,-77.13229168,Montgomery County,
887,MCP23720035,39.00459917,-77.110397,Montgomery County,Bethesda
888,MCP2177004H,39.08497348,-77.07818107,Montgomery County,
889,EJ7860002P,39.14161835,-77.20369181,Montgomery County,
890,MCP3255000H,39.17381667,-77.20373833,Montgomery County,
891,HA24770003,39.03618719,-77.08453341,Montgomery County,
892,MCP2040001M,39.134165,-77.40199667,Montgomery County,
893,MCP1174004J,38.99509287,-77.04511842,Montgomery County,Silver Spring
894,MCP3238000T,39.01932888,-77.01003382,Montgomery County,Silver Spring
895,MCP3270000B,39.06686167,-77.01981467,Montgomery County,
896,MCP9321003D,39.05299545,-77.04997412,Montgomery County,
897,MCP32500009,39.077662,-77.070716,Montgomery County,
898,MCP3257000P,38.9636837,-77.08938367,Montgomery County,
899,MCP2783003N,39.03258121,-77.04861901,Montgomery County,
900,MCP2989001P,39.03373083,-77.00130483,Montgomery County,
901,DD56280039,39.08293725,-77.14348365,Montgomery County,
902,MCP2635006F,39.1849163,-77.1008186,Montgomery County,
903,MCP94420020,39.17182833,-77.20483833,Montgomery County,
904,MCP2358007R,38.96887993,-77.10293722,Montgomery County,
905,MCP3058003V,39.08815802,-77.22665616,Montgomery County,
906,MCP2639009T,39.06889333,-77.045155,Montgomery County,
907,MCP2192003N,39.07765333,-77.001465,Montgomery County,
908,MCP2693003D,39.0930412,-77.07972456,Montgomery County,
909,EJ7866008S,39.14459353,-77.20184705,Montgomery County,
910,MCP2639009S,39.04047,-77.04836,Montgomery County,
911,DD56370022,39.11285733,-77.17183467,Montgomery County,
912,MCP271700SD,38.99764383,-77.10979817,Montgomery County,Bethesda
913,MCP271700SG,38.949512,-77.11782383,Montgomery County,Bethesda
914,MCP3257000R,38.96603276,-77.10452051,Montgomery County,Bethesda
915,MCP003600DB,39.24751433,-77.20027017,Montgomery County,
916,MCP27230052,39.15281833,-77.06443167,Montgomery County,
917,MCP2192003M,39.1536124,-77.06752065,Montgomery County,
918,EJ7875001H,39.12924667,-77.20770327,Montgomery County,
919,MCP2809004F,38.99963667,-76.99598333,Montgomery County,Silver Spring
920,MCP9432002S,39.21974833,-77.29039,Montgomery County,
921,MCP3197001K,39.10025817,-77.0722135,Montgomery County,
922,MCP2396003L,38.99901713,-77.02443783,Montgomery County,Silver Spring
923,MCP3249000H,39.02661129,-77.02008882,Montgomery County,
924,MCP2615003R,39.03922465,-76.99075028,Montgomery County,
925,MCP271700SD,38.99764383,-77.10979817,Montgomery County,Bethesda
926,MCP2859009J,39.13658667,-77.20536,Montgomery County,
927,MCP2198008F,39.120055,-77.18045216,Montgomery County,
928,MCP2001001G,39.02256036,-77.10278445,Montgomery County,
929,MCP2475005F,39.015615,-76.981455,Montgomery County,Silver Spring
930,EJ7882000T,39.14356652,-77.22390541,Montgomery County,
931,MCP9432002X,39.21697667,-77.29607667,Montgomery County,
932,MCP2445001W,39.19226433,-77.23377617,Montgomery County,Germantown
933,MCP3268000K,38.9935873,-77.03225235,Montgomery County,Silver Spring
934,MCP30390052,38.99015233,-77.0236765,Montgomery County,Silver Spring
935,EJ7884000Q,39.11511135,-77.21595598,Montgomery County,
936,MCP30050058,39.03172167,-77.06211167,Montgomery County,
937,MCP3136003W,38.99453757,-77.02685276,Montgomery County,Silver Spring
938,MCP2348005S,39.05748,-77.12031,Montgomery County,
939,MCP3270000J,39.0912075,-76.931871,Montgomery County,
940,MCP20080083,39.02323,-77.16216,Montgomery County,
941,MCP9386007P,39.01041167,-77.13343833,Montgomery County,Bethesda
942,MCP3009002V,39.185635,-77.23936167,Montgomery County,Germantown
943,MCP2231005P,39.11239333,-77.24042667,Montgomery County,
944,MCP3112004V,38.9785653,-77.09983529,Montgomery County,Bethesda
945,MCP3165002G,39.10522,-76.91962833,Montgomery County,
946,DD5637001X,39.061456,-77.12415,Montgomery County,
947,MCP2770002L,39.16347213,-77.22623722,Montgomery County,
948,MCP30930030,38.99254051,-77.06065823,Montgomery County,Silver Spring
949,MCP2198008G,39.12277333,-77.23328,Montgomery County,
950,MCP29360049,39.04512833,-77.11329333,Montgomery County,
951,MCP3121003R,39.15826071,-77.20168765,Montgomery County,
952,EJ7866009J,39.14851765,-77.19946173,Montgomery County,
953,EJ7866009J,39.14851765,-77.19946173,Montgomery County,
954,MCP28920092,38.9971,-77.02420833,Montgomery County,Silver Spring
955,MCP27260058,39.06297528,-77.12499665,Montgomery County,
956,MCP913000BD,38.99972721,-76.99528514,Montgomery County,Silver Spring
957,MCP26250012,38.95211721,-77.12087021,Montgomery County,Bethesda
958,EJ7873003C,39.13614704,-77.20229452,Montgomery County,
959,MCP2767008M,39.05484033,-77.05692455,Montgomery County,
960,MCP3121003M,39.17551415,-77.21163542,Montgomery County,
961,DM8479000J,38.98794582,-76.98641554,Montgomery County,
962,MCP2504005Z,39.08632667,-77.21847833,Montgomery County,
963,MCP2395001N,39.14494176,-77.41264201,Montgomery County,
964,MCP2756003L,39.03897333,-77.0517,Montgomery County,
965,MCP3121003M,39.17551415,-77.21163542,Montgomery County,
966,MCP913000B6,39.01138699,-76.97903723,Montgomery County,Silver Spring
967,DD5575001W,39.08361,-77.15354167,Montgomery County,
968,MCP29730057,39.05417941,-77.05045591,Montgomery County,
969,MCP137800V1,39.17504,-77.20462833,Montgomery County,
970,MCP3264000T,39.05544307,-77.08376165,Montgomery County,
971,MCP2639009Y,39.08526063,-77.07821539,Montgomery County,
972,EJ7870002W,39.12272129,-77.2374274,Montgomery County,
973,MCP3126002C,39.18905667,-77.25816833,Montgomery County,Germantown
974,MCP3080002V,39.16653148,-77.27062088,Montgomery County,Germantown
975,MCP271700SP,39.01167833,-77.06801983,Montgomery County,
976,MCP3021005F,39.052725,-76.95676833,Montgomery County,Silver Spring
977,MCP3150001L,39.05905521,-76.9718918,Montgomery County,
978,MCP3069002G,39.03483232,-77.10674684,Montgomery County,
979,DD5620005S,39.06686833,-77.06137333,Montgomery County,
980,MCP3069002M,39.03287421,-77.07435807,Montgomery County,
981,EJ7876002V,39.1525673,-77.19280328,Montgomery County,
982,MCP3209001T,38.98272912,-77.02240396,Montgomery County,Silver Spring
983,MCP13230016,38.99343833,-77.02615167,Montgomery County,Silver Spring
984,DD5604003Q,39.08669317,-77.13380933,Montgomery County,
985,MCP2905004W,38.99797667,-77.11014333,Montgomery County,Bethesda
986,MCP28990040,39.15993033,-77.20247867,Montgomery County,
987,MCP263900B0,39.08771167,-77.07952667,Montgomery County,
988,DD5633004D,39.08344462,-77.14695636,Montgomery County,
989,MCP3005005D,39.03732667,-77.05743833,Montgomery County,Silver Spring
990,MCP136600B1,39.10287667,-77.220525,Montgomery County,
991,MCP29360045,39.051275,-77.115935,Montgomery County,
992,MCP3012007H,39.05671333,-77.08339167,Montgomery County,Silver Spring
993,DD5645000M,39.06440333,-77.12626833,Montgomery County,
994,MCP0613001Y,39.109595,-76.99651333,Montgomery County,
995,MCP2617008S,39.0840475,-77.04641833,Montgomery County,
996,MCP2286003F,39.086815,-77.43595,Montgomery County,
997,MCP3264000X,39.01636167,-77.04335667,Montgomery County,
998,MCP9404002V,39.12054,-77.18921167,Montgomery County,
999,MCP2617008T,39.07968883,-77.07368017,Montgomery County,
1000,MCP24960020,39.00769202,-77.02013074,Montgomery County,Silver Spring
1001,MCP1564004Y,39.09988988,-77.00380024,Montgomery County,
1002,DD5646000J,39.09927333,-77.189928,Montgomery County,
1003,MCP2830003S,39.12623802,-76.97171688,Montgomery County,
1004,MCP2563000R,39.17753833,-77.32008333,Montgomery County,Germantown
1005,MCP12050032,38.96529012,-77.09059238,Montgomery County,
1006,MCP2354000W,39.04970167,-77.11462,Montgomery County,
1007,MCP1436000B,39.05461333,-77.11401667,Montgomery County,
1008,MCP2850000M,39.07400333,-77.04074167,Montgomery County,
1009,MCP27550018,39.0590927,-77.04755098,Montgomery County,
1010,MCP2740001X,38.9996788,-76.99525595,Montgomery County,Silver Spring
1011,MCP2394001V,39.08402667,-77.15109667,Montgomery County,
1012,EJ7833000X,39.14383833,-77.18541167,Montgomery County,
1013,MCP2768000B,39.12399702,-77.20119596,Montgomery County,
1014,EJ78470021,39.14178833,-77.19426,Montgomery County,
1015,MCP2720001P,39.08699167,-77.07413333,Montgomery County,
1016,MCP29310011,39.07458167,-77.11539833,Montgomery County,
1017,MCP91300078,39.00083094,-77.00825285,Montgomery County,Silver Spring
1018,MCP29050041,38.99580667,-77.10918667,Montgomery County,Bethesda
1019,MCP1128003V,39.020085,-77.12848,Montgomery County,
1020,MCP137800NF,39.146305,-77.22842667,Montgomery County,
1021,MCP2942000P,39.00080667,-77.07756833,Montgomery County,
1022,MCP24690018,39.05556,-76.99408833,Montgomery County,
1023,MCP2664002Y,39.05023,-77.07168833,Montgomery County,
1024,MCP2243000J,39.18848433,-77.17804819,Montgomery County,
1025,MCP27540018,38.99862667,-77.00000667,Montgomery County,Silver Spring
1026,MCP29700014,39.04006912,-77.05277927,Montgomery County,
1027,DD5634000Z,39.0920635,-77.15303667,Montgomery County,
1028,MCP29640029,39.14877563,-77.27638431,Montgomery County,Germantown
1029,DD5595005F,39.112825,-77.16445933,Montgomery County,
1030,MCP93900010,39.12373667,-77.23166167,Montgomery County,
1031,EJ78550009,39.14326269,-77.19311178,Montgomery County,
1032,MCP15690008,39.09135333,-77.204255,Montgomery County,
1033,MCP2201000Y,38.99394417,-77.03144968,Montgomery County,Silver Spring
1034,MCP229800LT,39.28291042,-77.20547411,Montgomery County,
1035,MCP2564001F,39.15363673,-77.19987094,Montgomery County,
1036,MCP2260001R,39.058555,-77.12148167,Montgomery County,
1037,MCP28590065,39.1191131,-77.21297291,Montgomery County,
1038,MCP9130002L,38.99418,-76.99272,Montgomery County,Silver Spring
1039,MCP2586004H,39.04464048,-77.05215579,Montgomery County,
1040,MCP22540007,39.24363833,-77.281995,Montgomery County,
1041,MCP9379000R,39.12094833,-77.17141,Montgomery County,
1042,MCP3058002Q,39.08053333,-77.21493333,Montgomery County,
1043,MCP137800FH,39.12099,-77.225535,Montgomery County,
1044,MCP21910028,39.02290117,-77.124048,Montgomery County,
1045,MCP29990008,39.0838655,-76.9495149,Montgomery County,
1046,MCP2766001Q,39.07800028,-77.07120538,Montgomery County,
1047,MCP2503000D,39.043943,-77.170336,Montgomery County,
1048,MCP2564000V,39.18651008,-77.18803033,Montgomery County,
1049,MCP2770001L,39.12015,-77.18208,Montgomery County,
1050,MCP29050016,39.02381833,-77.13551333,Montgomery County,
1051,MCP29690067,39.14970333,-77.02642167,Montgomery County,
1052,MCP24450009,39.1580955,-77.2788765,Montgomery County,Germantown
1053,DD55080043,39.07349901,-77.11182877,Montgomery County,
1054,MCP28680025,38.99130391,-77.09679902,Montgomery County,Bethesda
1055,MCP2832002M,38.99381333,-77.05224833,Montgomery County,Silver Spring
1056,MCP9301000M,39.15043667,-77.21318667,Montgomery County,
1057,MCP2395000P,39.13548333,-77.46941167,Montgomery County,
1058,DD5583001V,39.09294866,-77.15273112,Montgomery County,
1059,MCP23480025,39.03336333,-77.04893667,Montgomery County,
1060,MCP2789005K,38.99114333,-77.026995,Montgomery County,Silver Spring
1061,MCP2982001R,38.99715833,-77.02614333,Montgomery County,Silver Spring
1062,MCP2398000J,39.1608978,-77.16340899,Montgomery County,
1063,MCP2829001J,39.004363,-76.996607,Montgomery County,Silver Spring
1064,MCP2978000D,39.10357,-77.28741,Montgomery County,
1065,MCP2960000S,39.10870333,-77.07305833,Montgomery County,
1066,MCP2617006T,39.05769833,-77.05041667,Montgomery County,
1067,DD5508002D,39.09735,-77.13649167,Montgomery County,
1068,MCP2001000S,39.13665761,-77.20578454,Montgomery County,Germantown
1069,MCP2796002B,39.09837,-77.07358833,Montgomery County,
1070,MCP2719000J,39.06457333,-77.03838333,Montgomery County,Silver Spring
1071,MCP2898001Z,39.17548167,-77.27230167,Montgomery County,Germantown
1072,MCP2425008G,39.02050333,-77.01314667,Montgomery County,
1073,MCP1378009X,39.13464333,-77.223795,Montgomery County,
1074,MCP24110024,39.05505939,-77.11832643,Montgomery County,
1075,MCP2871003S,39.02402,-77.144265,Montgomery County,
1076,EJ7833003W,39.16057648,-77.2195711,Montgomery County,
1077,MCP29690019,39.03945667,-77.04855333,Montgomery County,
1078,MCP23530031,38.961205,-77.08555667,Montgomery County,Bethesda
1079,MCP28130057,39.05566333,-77.08368333,Montgomery County,
1080,MCP0942001M,38.9860995,-77.09893583,Montgomery County,Bethesda
1081,MCP3027000T,38.99645333,-77.03272,Montgomery County,Silver Spring
1082,MCP1048000Z,39.10644667,-77.14993167,Montgomery County,
1083,MCP26870032,38.99958604,-77.09809452,Montgomery County,Bethesda
1084,DD5604002Q,39.08894833,-77.153605,Montgomery County,
1085,MCP3050002H,39.09174167,-77.06588167,Montgomery County,Silver Spring
1086,MCP30060014,39.02615667,-77.02019333,Montgomery County,
1087,DD55930022,39.07397667,-77.13543333,Montgomery County,
1088,MCP20480019,39.111815,-76.929065,Montgomery County,
1089,MCP12270007,39.22979321,-77.26798832,Montgomery County,
1090,MCP2894004Z,39.00660309,-77.11168729,Montgomery County,Bethesda
1091,MCP1378009T,39.10165667,-77.20517,Montgomery County,Germantown
1092,HA22880002,38.97379945,-77.10178927,Montgomery County,
1093,MCP27170013,38.99762833,-77.10989333,Montgomery County,Bethesda
1094,MCP2298004G,39.19981002,-77.25581646,Montgomery County,Germantown
1095,MCP11230022,39.052985,-77.05087667,Montgomery County,
1096,MCP2094007Y,38.99501333,-77.04428,Montgomery County,Silver Spring
1097,DD5612002B,39.09222667,-77.15240333,Montgomery County,
1098,EJ7863000N,39.16337167,-77.22609,Montgomery County,
1099,DD56190001,39.07354333,-77.13685667,Montgomery County,
1100,MCP9321001T,39.053038,-77.051014,Montgomery County,
1101,MCP2339003M,39.05342667,-77.10708,Montgomery County,
1102,DD5631000W,39.06488667,-77.12646333,Montgomery County,
1103,MCP2353002Z,38.96444833,-77.10323833,Montgomery County,Bethesda
1104,MCP2559001D,39.14509536,-77.21989363,Montgomery County,
1105,MCP2861001K,39.00966378,-77.12620139,Montgomery County,Bethesda
1106,MCP2637002W,39.06331013,-77.25126765,Montgomery County,
1107,MCP28790012,39.12066333,-77.15898667,Montgomery County,
1108,HA22800009,39.03010333,-77.08701833,Montgomery County,
1109,MCP2008001R,39.03442667,-77.106525,Montgomery County,
1110,MCP2882000Q,39.20210472,-77.32660532,Montgomery County,
1111,MCP26670021,39.1145953,-77.18575716,Montgomery County,
1112,MCP3045000J,38.99439758,-77.12325096,Montgomery County,Bethesda
1113,MCP2450001V,39.00291904,-77.00545907,Montgomery County,Silver Spring
1114,MCP1417006F,39.16004927,-77.20201537,Montgomery County,
1115,MCP31620028,38.997545,-77.02689333,Montgomery County,Silver Spring
1116,MCP1575002G,39.09729667,-77.19467333,Montgomery County,
1117,MCP2810000K,39.15383368,-77.19800279,Montgomery County,
1118,DD5614002K,39.09118333,-77.15502977,Montgomery County,
1119,MCP14650028,39.09409333,-77.13243167,Montgomery County,
1120,MCP2756002S,39.04024333,-77.05111333,Montgomery County,
1121,MCP2766000W,39.07908,-77.07245167,Montgomery County,
1122,MCP2116002P,39.11311833,-77.16742667,Montgomery County,
1123,MCP94300004,39.02669789,-77.12765073,Montgomery County,
1124,MCP2546000R,39.089775,-77.07976,Montgomery County,
1125,MCP29820013,38.99267667,-77.03617833,Montgomery County,Silver Spring
1126,MCP9381001Q,38.99564167,-77.07490333,Montgomery County,
1127,MCP2450002C,39.00148167,-76.99569333,Montgomery County,Silver Spring
1128,MCP25120042,39.14353188,-77.22984226,Montgomery County,
1129,MCP2850000N,39.03588833,-77.02837,Montgomery County,
1130,MCP2008000Y,38.97980167,-77.09194667,Montgomery County,Bethesda
1131,MCP3020002Y,39.10924304,-77.06466036,Montgomery County,
1132,MCP2987004F,39.007785,-76.97982333,Prince George's County,
1133,MCP2563000P,38.99854692,-76.99953273,Montgomery County,Silver Spring
1134,MCP22690006,39.175048,-77.204355,Montgomery County,
1135,MCP2686002N,39.14336167,-77.200995,Montgomery County,
1136,MCP25630009,39.06437221,-76.96906283,Montgomery County,
1137,MCP2723001H,39.0758098,-77.00192928,Montgomery County,
1138,EJ7846001D,39.158985,-77.21714333,Montgomery County,
1139,MCP25630007,39.00139743,-76.99550807,Montgomery County,Silver Spring
1140,MCP2708003C,38.99969,-76.996085,Montgomery County,Silver Spring
1141,DD55380016,39.09152833,-77.15359667,Montgomery County,
1142,MCP2446002G,39.176098,-77.26007,Montgomery County,Germantown
1143,MCP26790024,39.00671167,-76.99787333,Montgomery County,Silver Spring
1144,MCP28850023,39.11042259,-77.07601458,Montgomery County,
1145,MCP28860016,39.08771167,-77.07945667,Montgomery County,
1146,MCP2512002B,39.11669716,-77.20010564,Montgomery County,
1147,MCP11700020,39.08086528,-76.96707129,Montgomery County,
1148,MCP3126000C,39.17836,-77.23833,Montgomery County,Germantown
1149,MCP12050049,39.01182974,-77.06792571,Montgomery County,
1150,MCP22540009,39.23001,-77.252645,Montgomery County,
1151,MCP2941000S,38.99711589,-77.02193856,Montgomery County,Silver Spring
1152,MCP2727000Q,39.20296833,-77.25091167,Montgomery County,Germantown
1153,MCP2730000V,39.19165325,-77.2718668,Montgomery County,Germantown
1154,MCP9386004G,38.98573833,-77.09561667,Montgomery County,Bethesda
1155,MCP271700KG,38.99828933,-77.0043315,Montgomery County,Silver Spring
1156,MCP271700K4,39.00533483,-76.98210633,Montgomery County,Silver Spring
1157,MCP2859002B,39.13616871,-77.22656965,Montgomery County,
1158,MCP12050019,38.99092866,-77.0732975,Montgomery County,
1159,MCP2515000L,39.27839,-77.21242667,Montgomery County,Germantown
1160,MCP3059003G,39.07891152,-77.07230682,Montgomery County,
1161,MCP3004002V,38.98164155,-77.0930293,Montgomery County,Bethesda
1162,MCP2875002D,39.182715,-77.23224167,Montgomery County,Germantown
1163,MCP2923000X,39.15638667,-77.216545,Montgomery County,
1164,MCP2182000L,39.07470167,-76.94016833,Montgomery County,
1165,MCP2897000X,39.2015799,-77.25025222,Montgomery County,Germantown
1166,MCP2888000Z,39.08636177,-77.21926332,Montgomery County,
1167,MCP2177001W,39.102735,-77.22112333,Montgomery County,
1168,MCP2556001Y,39.10525667,-77.19488167,Montgomery County,
1169,MCP13340047,39.25044232,-77.37083763,Montgomery County,
1170,MCP30390024,39.02793667,-77.07792,Montgomery County,
1171,MCP2766002V,39.08200333,-77.077005,Montgomery County,
1172,DD5538001R,39.06837167,-77.12969333,Montgomery County,
1173,DD5611002T,39.078675,-77.13873167,Montgomery County,
1174,MCP00360028,39.17119478,-77.26294041,Montgomery County,Germantown
1175,MCP1453001G,39.13335833,-77.18974833,Montgomery County,
1176,MCP2680002K,38.9916875,-77.02190638,Montgomery County,Silver Spring
1177,MCP2948000N,39.059115,-77.04746667,Montgomery County,
1178,MCP2396002Z,39.08437333,-77.049025,Montgomery County,
1179,MCP2805001V,39.14579,-77.14477667,Montgomery County,
1180,MCP3040002X,39.15498167,-77.09481167,Montgomery County,
1181,MCP3000000M,39.174895,-77.26154833,Montgomery County,Germantown
1182,MCP15630019,38.99540653,-77.03855753,Montgomery County,Silver Spring
1183,MCP2608001G,39.02641863,-77.01171398,Montgomery County,
1184,MCP26100011,39.10569,-77.19907833,Montgomery County,Germantown
1185,MCP2914007C,39.02224071,-76.9773522,Montgomery County,Silver Spring
1186,MCP3075000C,39.19143167,-77.27224833,Montgomery County,Germantown
1187,MCP22910016,39.00809646,-77.08016396,Montgomery County,
1188,MCP11210044,39.16151667,-77.22267667,Montgomery County,
1189,MCP2094004W,39.27647167,-77.21262167,Montgomery County,
1190,MCP1554000Y,39.11742167,-77.16875167,Montgomery County,
1191,DD5502001V,39.08007667,-77.144365,Montgomery County,
1192,MCP2864002B,39.10805833,-77.15251667,Montgomery County,
1193,MCP2954004Y,38.99864593,-76.99937582,Montgomery County,Silver Spring
1194,DD5606003H,39.07387,-77.11153667,Montgomery County,
1195,MCP2498000P,39.18266182,-77.25869447,Montgomery County,Germantown
1196,MCP3064000V,39.04501728,-77.06502289,Montgomery County,
1197,DD55380027,39.07437,-77.13731167,Montgomery County,
1198,MCP2693001B,39.094385,-77.10942667,Montgomery County,
1199,MCP30690006,38.96464778,-77.10348845,Montgomery County,Bethesda
1200,MCP24750011,39.02163432,-77.01216459,Montgomery County,
1201,MCP3137000B,39.00139802,-77.0324746,Montgomery County,Silver Spring
1202,MCP2556001M,39.15134675,-77.21046098,Montgomery County,
1203,DD5611001G,39.068064,-77.1184605,Montgomery County,
1204,HA2372000X,38.97334695,-77.10107312,Montgomery County,Bethesda
1205,MCP27200013,39.03855333,-77.051755,Montgomery County,
1206,MCP2584000C,39.17508833,-77.25742,Montgomery County,Germantown
1207,MCP9419001S,39.05682167,-77.16154333,Montgomery County,
1208,MCP2967001F,39.05333667,-77.11066333,Montgomery County,
1209,MCP1554003T,39.10570667,-77.14493167,Montgomery County,
1210,MCP28510019,39.18203333,-77.26057833,Montgomery County,Germantown
1211,MCP137800C0,39.16234833,-77.21704667,Montgomery County,
1212,MCP14170079,39.1466118,-77.20472306,Montgomery County,
1213,MCP2967001L,38.97806833,-77.07701833,Montgomery County,
1214,MCP137800H6,39.10989667,-77.211555,Montgomery County,
1215,MCP271700N1,39.005084,-77.17620017,Montgomery County,
1216,MCP0036002R,39.28840503,-77.20512003,Montgomery County,
1217,DD5630000K,39.07697,-77.13886167,Montgomery County,
1218,MCP3007000F,39.05737235,-77.07796454,Montgomery County,
1219,MCP2818001W,38.99769833,-77.02968333,Montgomery County,Silver Spring
1220,MCP2722002W,39.07917167,-77.07151333,Montgomery County,
1221,MCP2799004L,39.09495667,-76.92988833,Montgomery County,
1222,MCP27220033,39.08376417,-77.07760769,Montgomery County,
1223,MCP26800027,38.99821548,-77.03073889,Montgomery County,Silver Spring
1224,MCP29400007,38.98223061,-77.22650528,Montgomery County,
1225,MCP2396000Q,39.06329864,-77.07331896,Montgomery County,
1226,MCP23110011,39.12878333,-77.16697833,Montgomery County,
1227,MCP1580002L,39.17241,-77.20805167,Montgomery County,
1228,MCP2358004N,38.975546,-77.126119,Montgomery County,Bethesda
1229,MCP13780040,39.16101167,-77.190915,Montgomery County,
1230,DD55080046,39.06250667,-77.17491,Montgomery County,
1231,MCP2617006Q,39.12640667,-77.072385,Montgomery County,
1232,HA23050005,39.05922167,-77.06507833,Montgomery County,
1233,MCP2962001C,39.20205068,-77.25325495,Montgomery County,Germantown
1234,MCP25940053,39.12263533,-77.0006365,Montgomery County,
1235,MCP2951002H,39.079834,-77.07288167,Montgomery County,
1236,MCP29840011,39.15906485,-77.27519333,Montgomery County,Germantown
1237,MCP27100029,39.139655,-77.19382,Montgomery County,
1238,MCP2992001H,39.10351633,-77.05449033,Montgomery County,
1239,MCP21160026,39.04094667,-77.15733833,Montgomery County,
1240,MCP26270012,39.00039483,-77.10948717,Montgomery County,Bethesda
1241,MCP11210028,39.16332,-77.16625,Montgomery County,
1242,MCP22600020,39.0736,-77.13734167,Montgomery County,
1243,MCP0036003X,39.18691667,-77.24864667,Montgomery County,Germantown
1244,MCP25150008,39.20126667,-77.136455,Montgomery County,
1245,MCP29540053,38.99400833,-77.00075667,Montgomery County,Silver Spring
1246,MCP2717004R,38.94427833,-77.11713,Montgomery County,
1247,MCP2928000N,39.02021333,-77.013595,Montgomery County,
1248,MCP2612001K,39.08044333,-77.08018333,Montgomery County,
1249,MCP2906001X,39.11727593,-77.19916649,Montgomery County,
1250,MCP2961001S,39.04144668,-77.05142811,Montgomery County,
1251,MCP2353002C,38.98270808,-77.10523188,Montgomery County,Bethesda
1252,MCP2986000K,39.00237833,-77.00699167,Montgomery County,Silver Spring
1253,DD5611001F,39.062616,-77.12277367,Montgomery County,
1254,MCP2991002C,39.11856833,-77.04991167,Montgomery County,
1255,MCP2710001C,39.15700667,-77.19197167,Montgomery County,
1256,MCP2712000M,39.07899167,-76.95193667,Montgomery County,
1257,MCP1550001T,39.02557667,-77.07174833,Montgomery County,
1258,DD5595004D,39.09494133,-77.15344183,Montgomery County,
1259,MCP2937000Y,39.03849333,-76.98981333,Montgomery County,
1260,MCP3162000S,39.02616833,-77.010995,Montgomery County,
1261,MCP137800GG,39.14425704,-77.19369248,Montgomery County,
1262,MCP2905002R,38.98711,-77.10970333,Montgomery County,Bethesda
1263,MCP2936002R,39.04398667,-77.11339667,Montgomery County,
1264,MCP26360005,38.99561499,-77.03070402,Montgomery County,Silver Spring
1265,MCP1151006M,39.17847703,-77.23839954,Montgomery County,Germantown
1266,MCP2832003K,38.96183833,-77.08677333,Montgomery County,Bethesda
1267,MCP2492000F,39.05782952,-76.96838826,Montgomery County,
1268,MCP2708000G,39.0134819,-76.98371172,Montgomery County,Silver Spring
1269,MCP2717008M,38.98394833,-77.09252333,Montgomery County,Bethesda
1270,MCP94120003,38.984815,-77.11512167,Montgomery County,Bethesda
1271,HA23990016,38.9733751,-77.10132524,Montgomery County,Bethesda
1272,EJ7826002T,39.11570833,-77.23177,Montgomery County,
